drink_name,recipe,recipe_url,url_of_image
Parker's Famous Margaritas,"['5 fluid ounces tequila ', '3 fluid ounces fresh lime juice ', '1 fluid ounce sweetened lime juice ', '3 fluid ounces triple sec (orange-flavored liqueur) ', '  ice cubes ', '1  lime, cut into wedges ', '  rimming salt ']",https://www.allrecipes.com/recipe/138004/parkers-famous-margaritas/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F397413.jpg
Grilled Grapefruit Paloma Cocktail,"['2  limes ', '¼ cup white sugar ', '1  red grapefruit, halved widthwise ', '¼ cup kosher salt ', '1 cup ice cubes, or as needed ', '4 fluid ounces tequila ', '2 tablespoons simple syrup, or to taste ', '4 fluid ounces club soda ']",https://www.allrecipes.com/recipe/254449/grilled-grapefruit-paloma-cocktail/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3807059.jpg
Bikini Martini,"['1 fluid ounce coconut rum ', '¾ fluid ounce vodka ', '1 fluid ounce pineapple juice ', '1 dash grenadine syrup ']",https://www.allrecipes.com/recipe/20427/bikini-martini/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7396606.jpg
Mojito Perfecto,"['6  mint leaves ', '4 teaspoons white sugar ', '1  lime, cut into 6 wedges ', '2 (1.5 fluid ounce) jiggers lemon-flavored rum ', '1 cup ice cubes, or as needed ', '½ cup carbonated water, or as needed ']",https://www.allrecipes.com/recipe/229643/mojito-perfecto/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1032139.jpg
Easy Bloody Marys,"['3 cups bottled Bloody Mary mix ', '1 tablespoon prepared horseradish ', '1 teaspoon chopped fresh dill ', ""1 teaspoon hot pepper sauce (such as Frank's RedHot®) "", '2 tablespoons dill pickle juice ', '½ cup kosher salt ', '1 teaspoon ground black pepper ', '1 teaspoon celery seed ', '1  lime, juiced ', '6 (1.5 fluid ounce) jiggers vodka  (Optional)', '6  dill pickle spears ', '1  fresh lime, cut into wedges ']",https://www.allrecipes.com/recipe/163141/easy-bloody-marys/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F870892.jpg
Mint Juleps,"['2 cups water ', '2 cups white sugar ', '½ cup roughly chopped fresh mint leaves ', '32 fluid ounces Kentucky bourbon ', '8 sprigs fresh mint leaves for garnish ']",https://www.allrecipes.com/recipe/49444/mint-juleps/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1123132.jpg
Rob and Becky's Pimm's&trade; Lemonade,"[""1 cup Pimm's No. 1™ (gin-based liqueur) "", '2 quarts lemonade ', '1  (4 inch) wedge of cucumber ', '1  red apple, cored and thinly sliced ', '1  orange, sliced ', '½  lemon, sliced ', '½  lime, sliced ', '2 slices fresh pineapple  (Optional)', '2  strawberries, sliced  (Optional)', '3 leaves fresh mint ']",https://www.allrecipes.com/recipe/161559/rob-and-beckys-pimms-lemonade/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1535848.jpg
Perfect Pear Brandy Sidecar,"['1 (1.5 fluid ounce) jigger pear brandy ', '½ fluid ounce lemon juice ', '½ fluid ounce simple syrup ', '1 fluid ounce pear nectar ']",https://www.allrecipes.com/recipe/162396/perfect-pear-brandy-sidecar/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F68353.jpg
Saints and Strangers Cocktail,"['2 fluid ounces vodka ', '2 fluid ounces freshly squeezed grapefruit juice ', '1\u2009½ fluid ounces freshly squeezed pomegranate juice ', '½ fluid ounce sweet French vermouth ', '½ ounce cream of balsamic (balsamic glaze) ', '¼ fluid ounce cold-pressed cranberry juice ', '⅛ teaspoon freshly ground pink peppercorns ', '  ice cubes ', '1 pinch freshly grated orange zest ']",https://www.allrecipes.com/recipe/245680/saints-and-strangers-cocktail/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2976569.jpg
The REAL Long Island Iced Tea,"['½ fluid ounce vodka ', '½ fluid ounce rum ', '½ fluid ounce gin ', '½ fluid ounce tequila ', '½ fluid ounce triple sec (orange-flavored liqueur) ', '1 fluid ounce sweet and sour mix ', '1 fluid ounce cola, or to taste ', '1  lemon slice ']",https://www.allrecipes.com/recipe/228491/the-real-long-island-iced-tea/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2214587.jpg
Mai Tai,"['1 (1.5 fluid ounce) jigger spiced rum ', '½ (1.5 fluid ounce) jigger coconut-flavored rum ', '1 teaspoon grenadine syrup ', '3 fluid ounces pineapple juice ', '2 fluid ounces orange juice ', '1 cup ice cubes ']",https://www.allrecipes.com/recipe/73287/mai-tai/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6766235.jpg
The Real Mojito,"['10  fresh mint leaves ', '½  lime, cut into 4 wedges ', '2 tablespoons white sugar, or to taste ', '1 cup ice cubes ', '1\u2009½ fluid ounces white rum ', '½ cup club soda ']",https://www.allrecipes.com/recipe/147363/the-real-mojito/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F679757.jpg
Best Strawberry Daiquiri,"['6 cups ice ', '½ cup white sugar ', '4 ounces frozen strawberries ', '⅛ cup lime juice ', '½ cup lemon juice ', '¾ cup rum ', '¼ cup lemon-lime flavored carbonated beverage ']",https://www.allrecipes.com/recipe/32352/best-strawberry-daiquiri/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2021%2F06%2F07%2F32352_BestStrawberryDaiquiri_237.jpg
The REAL Long Island Iced Tea,"['½ fluid ounce vodka ', '½ fluid ounce rum ', '½ fluid ounce gin ', '½ fluid ounce tequila ', '½ fluid ounce triple sec (orange-flavored liqueur) ', '1 fluid ounce sweet and sour mix ', '1 fluid ounce cola, or to taste ', '1  lemon slice ']",https://www.allrecipes.com/recipe/228491/the-real-long-island-iced-tea/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2214587.jpg
Moscow Mule Cocktail,"['1\u2009½ fluid ounces vodka ', '½ fluid ounce lime juice ', '  ice cubes ', '½ cup ginger beer ', '1  lime wedge for garnish ']",https://www.allrecipes.com/recipe/221310/moscow-mule-cocktail/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6440296.jpg
Classic Old Fashioned,"['2 teaspoons simple syrup ', '1 teaspoon water ', '2 dashes bitters ', '1 cup ice cubes ', '1 (1.5 fluid ounce) jigger bourbon whiskey ', '1 slice orange  ', '1  maraschino cherry ']",https://www.allrecipes.com/recipe/162397/classic-old-fashioned/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1099974.jpg
Bahama Mama,"['½ fluid ounce rum ', '½ fluid ounce coconut-flavored rum ', '½ fluid ounce grenadine syrup ', '1 fluid ounce orange juice ', '1 fluid ounce pineapple juice ', '1 cup crushed ice ']",https://www.allrecipes.com/recipe/17309/bahama-mama/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F611509.jpg
Sangria! Sangria!,"['½ cup brandy ', '¼ cup lemon juice ', '⅓ cup frozen lemonade concentrate ', '⅓ cup orange juice ', '1 (750 milliliter) bottle dry red wine ', '½ cup triple sec ', '1  lemon, sliced into rounds ', '1  orange, sliced into rounds ', '1  lime, sliced into rounds ', '¼ cup white sugar  (Optional)', '8  maraschino cherries ', '2 cups carbonated water  (Optional)']",https://www.allrecipes.com/recipe/72612/sangria-sangria/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F180286.jpg
Tom Collins Cocktail,"['1\u2009½ cups ice ', '2 fluid ounces gin ', '¾ fluid ounce lemon juice ', '½ fluid ounce simple syrup ', '1 cup ice ', '2 fluid ounces club soda ', '1  lemon wedge ']",https://www.allrecipes.com/recipe/222511/tom-collins-cocktail/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1060494.jpg
Vodka Martini Cocktail,"['3 fluid ounces vodka ', '1 fluid ounce dry vermouth ', '1 cup ice cubes ', '3  olives ']",https://www.allrecipes.com/recipe/221893/vodka-martini-cocktail/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7845559.jpg
The Perfect Margarita,"['1  lime wedge ', '1 pinch coarse sea salt to taste ', '1  large ice cube ', '  ice ', '2 fluid ounces white tequila ', '1\u2009½ fluid ounces triple sec ', '1 fluid ounce freshly squeezed lime juice ', '1 slice lime ']",https://www.allrecipes.com/recipe/264606/the-perfect-margarita/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5386189.jpg
Ultimate Frozen Strawberry Margarita,"['6 fluid ounces tequila ', '2 fluid ounces triple sec ', '8 ounces frozen sliced strawberries in syrup ', '4 fluid ounces frozen limeade concentrate ']",https://www.allrecipes.com/recipe/24494/ultimate-frozen-strawberry-margarita/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F234705.jpg
Classic Bloody Mary,"['1 teaspoon sea salt ', '1 cup ice cubes ', '1 (1.5 fluid ounce) jigger vodka ', '¾ cup spicy tomato-vegetable juice cocktail (e.g., V-8) ', '2 dashes Worcestershire sauce ', '1 dash hot pepper sauce (e.g. Tabasco™) ', '  salt and pepper to taste ', '1 stalk celery ', '2  stuffed green olives ']",https://www.allrecipes.com/recipe/65037/classic-bloody-mary/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5180584.jpg
Blue Hawaiian Cocktail,"['1 fluid ounce light rum ', '1 fluid ounce blue Curacao liqueur ', '2 fluid ounces pineapple juice ', '1 fluid ounce cream of coconut ', '1 cup crushed ice ', '1  pineapple slice ', '1  maraschino cherry ']",https://www.allrecipes.com/recipe/222550/blue-hawaiian-cocktail/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2267923.jpg
Cosmopolitan Cocktail,"['1\u2009½ fluid ounces vodka ', '¼ fluid ounce lime juice ', '¼ fluid ounce triple sec ', '¼ fluid ounce cranberry juice ', '1 cup ice ', '1  lime wedge for garnish ']",https://www.allrecipes.com/recipe/221891/cosmopolitan-cocktail/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5059002.jpg
Orange Crush! Fresh Squeezed Orange and Vodka Cocktail,"['2 cups ice cubes, or as needed ', '2 fluid ounces orange-flavored vodka ', '1 fluid ounce triple sec liqueur ', '2  Valencia oranges, juiced ', '1 splash lemon-lime soda (such as Sprite®)  (Optional)', '1 slice orange  ']",https://www.allrecipes.com/recipe/233937/orange-crush-fresh-squeezed-orange-and-vodka-cocktail/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1038060.jpg
Mojitos by the Pitcher,"['½ cup white sugar ', '36 leaves fresh mint, or to taste ', '3  limes, quartered ', '1 cup rum (such as Bacardi®) ', '1 liter club soda ']",https://www.allrecipes.com/recipe/233523/mojitos-by-the-pitcher/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1249577.jpg
13 Great Low Alcoholic Cocktails for Day Drinking,[],https://www.allrecipes.com/gallery/best-low-alcohol-cocktails/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2021%2F04%2F12%2F3124420_joes-famous-michelada_thewickednoodle.jpg
The Real Rum Runner,"['2 cups ice, divided, or as needed ', '1 fluid ounce pineapple juice ', '1 fluid ounce orange juice ', '1 fluid ounce blackberry liqueur ', '1 fluid ounce banana liqueur ', '1 fluid ounce light rum ', '1 fluid ounce dark rum ', '1 splash grenadine syrup, or more to taste ', '1 fluid ounce high-proof rum (such as Bacardi®151) ', '1 slice orange  ']",https://www.allrecipes.com/recipe/276843/the-real-rum-runner/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4526961.jpg
Mimosa,"['¾ cup champagne, chilled ', '¼ cup orange juice ']",https://www.allrecipes.com/recipe/23758/mimosa/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4513614.jpg
Perky Pineapple Sipper,"['¼ cup white sugar ', '¼ cup water ', '2 tablespoons ground coffee beans ', '½ cup gold rum ', '5 ounces pineapple juice ', '1\u2009¼ cups freshly squeezed lemon juice ', '3 cups crushed ice ']",https://www.allrecipes.com/recipe/284499/perky-pineapple-sipper/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9214638.jpg
Classic Spanish Sangria,"['1  lemon ', '1  lime ', '1  orange  ', '1\u2009½ cups rum ', '½ cup white sugar ', '1 (750 milliliter) bottle dry red wine ', '1 cup orange juice ']",https://www.allrecipes.com/recipe/21425/classic-spanish-sangria/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6596360.jpg
Margaritas,"['1 (6 ounce) can frozen limeade concentrate ', '6 fluid ounces tequila ', '2 fluid ounces triple sec ']",https://www.allrecipes.com/recipe/32649/margaritas/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2021%2F04%2F06%2F4564098_original-2000.jpg
Grasshopper Cocktail,"['¾ fluid ounce creme de menthe ', '¾ fluid ounce white creme de cacao ', '¼ fluid ounce heavy cream ', '1 cup ice ']",https://www.allrecipes.com/recipe/222885/grasshopper-cocktail/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6106934.jpg
Malibu Bay Breeze,"['2 (1.5 fluid ounce) jiggers coconut flavored rum ', '4 fluid ounces pineapple juice ', '1 tablespoon cranberry juice ']",https://www.allrecipes.com/recipe/32599/malibu-bay-breeze/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4529847.jpg
Cappuccino Cooler,"['1\u2009½ cups cold coffee ', '1\u2009½ cups chocolate ice cream ', '¼ cup chocolate syrup ', '  crushed ice ', '1 cup whipped cream ']",https://www.allrecipes.com/recipe/32484/cappuccino-cooler/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3894179.jpg
Mayan Mocha Powder,"['⅔ cup nonfat dry milk powder ', '⅔ cup instant coffee granules ', '1\u2009⅓ cups white sugar ', '⅓ cup unsweetened cocoa powder ', '1\u2009½ teaspoons pumpkin pie spice ', '½ teaspoon ground cinnamon ', '¼ teaspoon ground red pepper ']",https://www.allrecipes.com/recipe/232447/mayan-mocha-powder/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1023495.jpg
Mocha,"['1\u2009¼ cups 2% milk  ', '2 tablespoons chocolate syrup ', '1 (1.5 fluid ounce) jigger brewed espresso ', '1 tablespoon sweetened whipped cream  (Optional)']",https://www.allrecipes.com/recipe/146970/mocha/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4519280.jpg
Cold-Brewed Coffee,"['½ pound coarsely ground coffee beans ', '4\u2009½ cups cold water ', '  cheesecloth ', '  coffee filters ']",https://www.allrecipes.com/recipe/233721/cold-brewed-coffee/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3809505.jpg
Iced Mochas,"['1\u2009½ cups cold coffee ', '2 cups milk ', '¼ cup chocolate syrup ', '¼ cup white sugar ']",https://www.allrecipes.com/recipe/32521/iced-mochas/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F687234.jpg
"Sous Vide ""Cold Brew"" Coffee","['1 cup coarsely ground coffee ', '  4 (16-ounce) Mason jars ', '8 cups water ']",https://www.allrecipes.com/recipe/282885/sous-vide-cold-brew-coffee/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8897618.jpg
Easy Iced Coffee,"['2 teaspoons instant coffee granules ', '1 teaspoon sugar ', '3 tablespoons warm water ', '6 fluid ounces cold milk ']",https://www.allrecipes.com/recipe/21667/easy-iced-coffee/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4513605.jpg
Flavored Latte,"['1\u2009¼ cups 2% milk  ', '2 tablespoons any flavor of flavored syrup ', '1 (1.5 fluid ounce) jigger brewed espresso ']",https://www.allrecipes.com/recipe/146967/flavored-latte/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F776874.jpg
Dalgona Coffee (Whipped Coffee),"['2 tablespoons boiling water ', '2 tablespoons instant coffee ', '2 tablespoons white sugar ', '1 cup whole milk ']",https://www.allrecipes.com/recipe/279548/dalgona-coffee-whipped-coffee/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8040338.jpg
Creole Coffee,"['1 cup hot brewed coffee with chicory ', '1 tablespoon molasses ', '1 tablespoon half and half, or more to taste ']",https://www.allrecipes.com/recipe/220117/creole-coffee/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8139212.jpg
Irish Coffee,"['1 (1.5 fluid ounce) jigger Irish cream liqueur ', '1 (1.5 fluid ounce) jigger Irish whiskey ', '1 cup hot brewed coffee ', '1 tablespoon whipped cream ', '1 dash ground nutmeg ']",https://www.allrecipes.com/recipe/44045/irish-coffee/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F36430.jpg
Cafe Latte,"['2 cups milk ', '1\u2009⅓ cups hot freshly brewed dark roast espresso coffee ']",https://www.allrecipes.com/recipe/96629/cafe-latte/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F188666.jpg
Starbucks&reg; Caramel Frappuccino Copycat Recipe,"['2 cups ice ', '1 cup strong brewed coffee, cooled ', '1 cup low-fat milk ', '⅓ cup caramel sauce ', '3 tablespoons white sugar ']",https://www.allrecipes.com/recipe/235850/starbucks-caramel-frappuccino-copycat-recipe/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1078956.jpg
Iced Caramel Macchiato,"['1 tablespoon vanilla-flavored syrup ', '⅓ cup ice cubes ', '¾ cup milk ', '4 ounces Gevalia® Cold Brew Concentrate - House Blend ', '1 tablespoon caramel sauce ']",https://www.allrecipes.com/recipe/258686/iced-caramel-macchiato/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4529314.jpg
Cafe Latte,"['2 cups milk ', '1\u2009⅓ cups hot freshly brewed dark roast espresso coffee ']",https://www.allrecipes.com/recipe/96629/cafe-latte/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F188666.jpg
